Line#,Date,"Water Content (RXW-SMD 21474793:21154590-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
622,02/06/23 08:50:00,,0.354,7.0,0.425,6.6,4.0,0.235,6.2,0.375,5.6,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.085,2.5,0.402,6.1,0.207,6.1,2.3,6.5,4.1,0.195,0.392,5.2,5.6,3.2,5.3,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.3,4.6,6.1,4.1,0.389,6.0,2.3,0.304,0.393,0.402,5.5,6.1,6.3
623,02/06/23 08:55:00,,0.354,6.8,0.425,6.6,4.1,0.235,6.2,0.375,5.5,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.085,3.0,0.402,6.1,0.207,6.1,2.3,6.5,4.1,0.195,0.392,5.2,5.6,3.2,5.1,4.6,0.162,4.0,0.062,5.5,0.236,0.097,2.2,4.5,6.1,4.1,0.389,6.0,2.3,0.304,0.393,0.402,5.3,6.1,6.3
624,02/06/23 09:00:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.6,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.085,3.0,0.402,6.0,0.207,6.1,2.3,6.5,4.0,0.195,0.392,5.2,5.6,3.2,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.3,4.6,6.1,4.1,0.389,6.0,2.3,0.303,0.390,0.400,5.3,6.1,6.3
625,02/06/23 09:05:00,,0.354,6.8,0.424,6.6,4.0,0.235,6.2,0.375,5.6,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.085,2.5,0.402,6.1,0.207,6.1,2.2,6.5,4.1,0.195,0.392,5.2,5.6,3.2,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.1,0.389,6.0,2.3,0.302,0.390,0.400,5.3,6.1,6.3
626,02/06/23 09:10:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.1,0.207,6.1,2.2,6.6,4.0,0.195,0.392,5.2,5.6,3.2,5.3,4.6,0.162,4.0,0.062,5.5,0.236,0.097,2.2,4.5,6.1,4.1,0.389,6.0,2.3,0.302,0.390,0.402,5.3,6.1,6.3
627,02/06/23 09:15:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.5,6.3,0.248,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.0,0.207,6.0,2.2,6.6,4.1,0.195,0.392,5.2,5.7,3.2,5.3,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.0,0.389,6.0,2.3,0.302,0.390,0.400,5.3,6.1,6.5
628,02/06/23 09:20:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.6,2.5,6.3,0.247,0.117,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.1,0.206,6.1,2.2,6.6,4.0,0.195,0.392,5.2,5.6,3.2,5.1,4.6,0.162,4.0,0.062,5.5,0.236,0.097,2.2,4.5,6.1,4.1,0.389,6.0,2.3,0.302,0.390,0.400,5.3,6.1,6.5
629,02/06/23 09:25:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.6,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.0,0.206,6.1,2.2,6.6,4.0,0.195,0.392,5.2,5.6,3.2,5.3,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.0,0.387,6.0,2.3,0.301,0.390,0.400,5.3,6.1,6.5
630,02/06/23 09:30:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.1,0.206,6.1,2.2,6.5,4.0,0.195,0.392,5.2,5.6,3.2,5.3,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.1,0.389,6.0,2.3,0.301,0.390,0.402,5.3,6.1,6.3
631,02/06/23 09:35:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.086,2.5,0.402,6.1,0.206,6.1,2.2,6.5,4.0,0.195,0.390,5.2,5.6,3.1,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.5,6.1,4.0,0.387,6.0,2.2,0.301,0.389,0.400,5.3,6.1,6.5
632,02/06/23 09:40:00,,0.354,6.8,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.5,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.087,2.5,0.402,6.1,0.206,6.0,2.2,6.6,4.0,0.195,0.392,5.2,5.6,3.1,5.3,4.6,0.162,3.8,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.0,0.387,6.0,2.3,0.300,0.389,0.400,5.3,6.1,6.5
633,02/06/23 09:45:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.087,2.5,0.402,6.1,0.205,6.1,2.2,6.5,4.1,0.195,0.390,5.2,5.7,3.1,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.5,6.1,4.0,0.389,6.0,2.2,0.300,0.389,0.402,5.3,6.1,6.5
634,02/06/23 09:50:00,,0.354,7.0,0.425,6.6,4.0,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.087,2.5,0.402,6.1,0.205,6.1,2.2,6.5,4.0,0.195,0.390,5.2,5.6,3.1,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.0,0.387,6.0,2.2,0.300,0.389,0.400,5.3,6.1,6.5
635,02/06/23 09:55:00,,0.354,6.8,0.424,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.116,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.087,2.5,0.402,6.1,0.205,6.1,2.2,6.6,4.0,0.195,0.392,5.2,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.2,4.5,6.0,4.0,0.387,6.0,2.2,0.299,0.389,0.400,5.3,6.1,6.5
636,02/06/23 10:00:00,,0.354,6.8,0.424,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.087,2.5,0.402,6.1,0.205,6.1,2.2,6.6,4.0,0.195,0.390,5.2,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.2,4.6,6.0,4.0,0.387,6.0,2.2,0.299,0.389,0.402,5.3,6.1,6.5
637,02/06/23 10:05:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.5,6.0,0.340,7.0,0.088,2.5,0.402,6.0,0.205,6.1,2.2,6.6,4.0,0.194,0.390,5.2,5.6,3.1,5.3,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.0,4.0,0.387,6.0,2.2,0.299,0.389,0.400,5.2,6.1,6.5
638,02/06/23 10:10:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.088,2.5,0.402,6.1,0.205,6.1,2.2,6.5,4.0,0.194,0.390,5.1,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.2,4.6,6.0,4.0,0.387,6.0,2.2,0.298,0.388,0.400,5.3,6.1,6.5
639,02/06/23 10:15:00,,0.354,6.8,0.424,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.088,2.5,0.402,6.1,0.204,6.0,2.1,6.6,3.8,0.194,0.390,5.2,5.6,3.1,5.1,4.6,0.161,4.0,0.062,5.5,0.236,0.097,2.2,4.6,6.1,4.0,0.387,6.0,2.2,0.298,0.388,0.400,5.2,6.1,6.5
640,02/06/23 10:20:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.088,2.5,0.402,6.0,0.204,6.1,2.2,6.5,4.0,0.194,0.390,5.2,5.6,3.1,5.3,4.6,0.162,3.8,0.062,5.5,0.236,0.097,2.2,4.5,6.0,4.0,0.389,6.0,2.2,0.298,0.388,0.400,5.3,6.1,6.5
641,02/06/23 10:25:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.3,6.3,0.247,0.115,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.088,2.5,0.402,6.1,0.204,6.1,2.1,6.6,4.0,0.194,0.390,5.2,5.6,3.1,5.1,4.6,0.162,3.8,0.062,5.5,0.236,0.097,2.2,4.6,6.1,3.8,0.387,6.0,2.2,0.297,0.388,0.402,5.2,6.1,6.3
642,02/06/23 10:30:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.2,6.3,0.246,0.114,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.088,2.5,0.402,6.0,0.204,6.1,2.2,6.6,4.0,0.194,0.390,5.2,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,4.0,0.387,6.0,2.2,0.297,0.388,0.400,5.2,6.1,6.5
643,02/06/23 10:35:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.3,2.2,6.3,0.246,0.114,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.089,2.5,0.402,6.0,0.204,6.0,2.1,6.5,3.8,0.194,0.390,5.2,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.6,6.0,3.8,0.387,6.0,2.2,0.297,0.388,0.400,5.2,6.1,6.5
644,02/06/23 10:40:00,,0.354,6.8,0.425,6.6,3.8,0.235,6.2,0.375,5.5,2.2,6.3,0.246,0.114,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.089,2.5,0.402,6.1,0.203,6.0,2.2,6.6,4.0,0.194,0.390,5.2,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.2,4.5,6.0,3.8,0.387,6.0,2.2,0.297,0.388,0.400,5.2,6.1,6.5
645,02/06/23 10:45:00,,0.354,6.8,0.424,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.246,0.114,6.0,6.6,4.0,6.6,6.0,0.340,7.0,0.089,2.5,0.402,6.0,0.203,6.1,2.2,6.6,3.8,0.194,0.390,5.2,5.6,3.1,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,4.0,0.387,6.0,2.2,0.296,0.387,0.399,5.2,6.1,6.3
646,02/06/23 10:50:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.2,0.375,5.5,2.2,6.3,0.246,0.113,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.089,2.5,0.402,6.1,0.203,6.0,2.1,6.6,3.8,0.194,0.389,5.1,5.6,3.0,5.1,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.2,0.296,0.387,0.400,5.2,6.1,6.5
647,02/06/23 10:55:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.246,0.113,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.089,2.5,0.402,6.0,0.203,6.1,2.1,6.6,3.8,0.194,0.389,5.1,5.6,3.0,5.1,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.2,0.296,0.387,0.400,5.2,6.1,6.5
648,02/06/23 11:00:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.246,0.113,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.0,0.203,6.0,2.1,6.6,3.8,0.194,0.390,5.2,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.1,0.295,0.387,0.400,5.2,6.1,6.3
649,02/06/23 11:05:00,,0.354,6.8,0.425,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.245,0.113,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.1,0.203,6.1,2.1,6.6,3.8,0.194,0.389,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.2,0.295,0.387,0.397,5.2,6.1,6.5
650,02/06/23 11:10:00,,0.354,7.0,0.424,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.245,0.112,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.1,0.203,6.1,2.1,6.6,3.8,0.194,0.389,5.1,5.6,3.0,5.1,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.2,0.295,0.387,0.400,5.1,6.1,6.5
651,02/06/23 11:15:00,,0.354,7.0,0.425,6.6,3.7,0.235,6.2,0.375,5.3,2.2,6.3,0.245,0.112,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.1,0.202,6.1,2.2,6.6,3.8,0.194,0.389,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,5.8,2.1,0.295,0.387,0.399,5.2,6.1,6.5
652,02/06/23 11:20:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.112,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.0,0.202,6.0,2.1,6.6,3.8,0.194,0.387,5.1,5.6,3.0,5.3,4.6,0.160,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.1,0.294,0.387,0.400,5.2,6.1,6.5
653,02/06/23 11:25:00,,0.354,6.8,0.424,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.111,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.090,2.5,0.402,6.1,0.202,6.1,2.1,6.6,3.8,0.194,0.387,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,6.0,2.1,0.294,0.386,0.399,5.1,6.1,6.5
654,02/06/23 11:30:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.111,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.091,2.5,0.402,6.1,0.202,6.1,2.1,6.6,3.8,0.194,0.387,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.0,4.6,6.0,3.8,0.387,6.0,2.1,0.294,0.386,0.399,5.2,6.1,6.5
655,02/06/23 11:35:00,,0.354,6.8,0.424,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.111,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.091,2.5,0.402,6.0,0.202,6.1,2.1,6.6,3.8,0.194,0.387,5.1,5.6,3.0,5.3,4.6,0.160,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.8,0.387,5.8,2.1,0.293,0.386,0.400,5.1,6.1,6.5
656,02/06/23 11:40:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.111,6.0,6.8,4.0,6.5,6.0,0.340,7.0,0.091,2.5,0.402,6.1,0.202,6.1,2.1,6.5,3.8,0.194,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.1,4.5,5.8,3.8,0.387,6.0,2.1,0.293,0.386,0.399,5.1,6.1,6.5
657,02/06/23 11:45:00,,0.354,7.0,0.425,6.6,3.7,0.235,6.1,0.375,5.3,2.2,6.3,0.245,0.110,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.091,2.5,0.402,6.0,0.202,6.1,2.1,6.5,3.8,0.193,0.387,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.0,4.6,6.0,3.7,0.387,6.0,2.1,0.293,0.386,0.399,5.1,6.1,6.5
658,02/06/23 11:50:00,,0.354,6.8,0.424,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.245,0.110,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.091,2.5,0.402,6.1,0.201,6.0,2.1,6.5,3.8,0.193,0.387,5.1,5.6,3.0,5.3,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.7,0.387,6.0,2.1,0.293,0.386,0.400,5.1,6.1,6.3
659,02/06/23 11:55:00,,0.354,6.8,0.425,6.6,3.6,0.235,6.2,0.375,5.3,2.2,6.3,0.245,0.110,6.0,6.8,4.0,6.5,6.0,0.340,7.0,0.091,2.5,0.402,6.0,0.201,6.1,2.1,6.6,3.7,0.193,0.387,5.1,5.5,3.0,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.1,4.5,6.0,3.7,0.387,6.0,2.1,0.292,0.386,0.397,5.1,6.1,6.5
660,02/06/23 12:00:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.243,0.109,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.091,2.5,0.402,6.1,0.201,6.1,2.1,6.5,3.7,0.193,0.387,5.1,5.6,3.0,5.1,4.6,0.161,3.8,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.1,0.292,0.386,0.399,5.1,6.1,6.5
661,02/06/23 12:05:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.2,0.375,5.3,2.2,6.3,0.243,0.109,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.092,2.5,0.402,6.1,0.201,6.1,2.0,6.6,3.8,0.193,0.387,5.1,5.6,3.0,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.6,6.0,3.7,0.387,5.8,2.1,0.292,0.386,0.399,5.1,6.1,6.5
662,02/06/23 12:10:00,,0.354,6.8,0.424,6.6,3.7,0.234,6.2,0.375,5.3,2.1,6.3,0.243,0.109,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.092,2.5,0.402,6.0,0.201,6.1,2.1,6.6,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,5.8,2.1,0.291,0.385,0.400,5.1,6.1,6.5
663,02/06/23 12:15:00,,0.354,6.8,0.424,6.6,3.6,0.234,6.2,0.375,5.3,2.1,6.3,0.243,0.108,6.0,6.8,3.5,6.5,6.0,0.340,7.0,0.092,2.5,0.402,6.0,0.201,6.1,2.1,6.6,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,6.0,3.7,0.387,6.0,2.1,0.291,0.385,0.397,5.1,6.1,6.5
664,02/06/23 12:20:00,,0.354,6.8,0.424,6.6,3.6,0.234,6.2,0.375,5.2,2.1,6.3,0.243,0.108,6.0,6.8,3.5,6.6,6.0,0.340,7.0,0.092,2.5,0.402,6.1,0.201,6.0,2.0,6.6,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,6.0,3.7,0.387,6.0,2.1,0.291,0.385,0.397,5.1,6.1,6.5
665,02/06/23 12:25:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.1,0.375,5.3,2.1,6.3,0.243,0.108,6.0,6.8,4.0,6.6,6.0,0.340,7.0,0.092,2.5,0.402,6.1,0.201,6.0,2.1,6.6,3.8,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.1,0.291,0.385,0.397,5.1,6.1,6.5
666,02/06/23 12:30:00,,0.354,6.8,0.425,6.6,3.6,0.234,6.2,0.375,5.2,2.1,6.3,0.243,0.107,6.0,6.6,3.5,6.6,6.0,0.340,7.0,0.092,2.5,0.402,6.0,0.200,6.1,2.0,6.5,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.1,0.291,0.384,0.397,5.1,6.1,6.5
667,02/06/23 12:35:00,,0.354,6.8,0.425,6.6,3.7,0.234,6.1,0.374,5.3,2.1,6.3,0.243,0.107,6.0,6.8,3.5,6.6,5.5,0.340,7.0,0.092,2.5,0.402,6.0,0.200,6.0,2.1,6.6,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,5.8,2.1,0.291,0.384,0.397,5.1,6.1,6.5
668,02/06/23 12:40:00,,0.354,6.8,0.425,6.6,3.6,0.234,6.1,0.375,5.2,2.1,6.3,0.243,0.107,6.0,6.8,3.5,6.5,5.5,0.340,7.0,0.093,2.5,0.402,6.1,0.200,6.1,2.0,6.6,3.7,0.193,0.387,5.1,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.6,0.387,5.8,2.1,0.291,0.384,0.399,5.1,6.1,6.5
669,02/06/23 12:45:00,,0.354,6.8,0.425,6.6,3.6,0.234,6.1,0.375,5.2,2.1,6.3,0.243,0.106,6.0,6.8,3.5,6.5,5.5,0.340,7.0,0.093,2.5,0.402,6.0,0.200,6.1,2.0,6.5,3.7,0.193,0.385,5.0,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.0,0.290,0.384,0.400,5.0,6.1,6.5
670,02/06/23 12:50:00,,0.354,6.8,0.424,6.6,3.6,0.234,6.2,0.375,5.2,2.1,6.3,0.243,0.106,6.0,6.8,3.5,6.6,6.0,0.340,7.0,0.093,2.5,0.402,6.0,0.200,6.1,2.0,6.6,3.7,0.193,0.387,5.0,5.6,2.8,5.1,4.6,0.160,3.7,0.061,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,5.8,2.0,0.290,0.384,0.397,5.0,6.1,6.5
671,02/06/23 12:55:00,,0.354,7.0,0.424,6.6,3.6,0.234,6.1,0.375,5.2,2.1,6.3,0.242,0.106,6.0,6.8,3.5,6.6,5.5,0.340,7.0,0.093,2.5,0.402,6.1,0.200,6.0,2.0,6.6,3.7,0.193,0.387,5.0,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.1,0.290,0.384,0.397,5.0,6.1,6.5
672,02/06/23 13:00:00,,0.354,6.8,0.425,6.6,3.6,0.234,6.2,0.375,5.2,2.1,6.3,0.242,0.105,6.0,6.8,3.5,6.6,5.5,0.340,7.0,0.093,2.5,0.402,6.1,0.200,6.1,2.0,6.6,3.7,0.193,0.387,5.0,5.6,2.8,5.3,4.6,0.161,3.7,0.062,5.5,0.236,0.097,2.0,4.5,5.8,3.7,0.387,6.0,2.0,0.290,0.384,0.397,5.0,6.1,6.5
